series_id,obs_date,value
curve-dex|__total__,2020-07-10,71888836.0
curve-dex|__total__,2020-07-11,72429385.0
curve-dex|__total__,2020-07-12,72625443.0
curve-dex|__total__,2020-07-13,76453893.0
curve-dex|__total__,2020-07-14,76198020.0
curve-dex|__total__,2020-07-15,77813809.0
curve-dex|__total__,2020-07-16,79130622.0
curve-dex|__total__,2020-07-17,78125418.0
curve-dex|__total__,2020-07-18,80716609.0
curve-dex|__total__,2020-07-19,115479812.0
curve-dex|__total__,2020-07-20,187627170.0
curve-dex|__total__,2020-07-21,279570477.0
curve-dex|__total__,2020-07-22,304589406.0
curve-dex|__total__,2020-07-23,356160454.0
curve-dex|__total__,2020-07-24,382427110.0
curve-dex|__total__,2020-07-25,351714389.0
curve-dex|__total__,2020-07-26,421351743.0
curve-dex|__total__,2020-07-27,269344181.0
curve-dex|__total__,2020-07-28,213994541.0
curve-dex|__total__,2020-07-29,185553428.0
curve-dex|__total__,2020-07-30,225947236.0
curve-dex|__total__,2020-07-31,272069485.0
curve-dex|__total__,2020-08-01,291201881.0
curve-dex|__total__,2020-08-02,294379688.0
curve-dex|__total__,2020-08-03,314558219.0
curve-dex|__total__,2020-08-04,267627907.0
curve-dex|__total__,2020-08-05,259457534.0
curve-dex|__total__,2020-08-06,262072303.0
curve-dex|__total__,2020-08-07,267784990.0
curve-dex|__total__,2020-08-08,266663292.0
curve-dex|__total__,2020-08-09,259975190.0
curve-dex|__total__,2020-08-10,258524351.0
curve-dex|__total__,2020-08-11,234764595.0
curve-dex|__total__,2020-08-12,211228010.0
curve-dex|__total__,2020-08-13,220434136.0
curve-dex|__total__,2020-08-14,264489558.0
curve-dex|__total__,2020-08-15,825256884.0
curve-dex|__total__,2020-08-16,954646456.0
curve-dex|__total__,2020-08-17,1038136639.0
curve-dex|__total__,2020-08-18,1052295254.0
curve-dex|__total__,2020-08-19,1067324773.0
curve-dex|__total__,2020-08-20,1064177861.0
curve-dex|__total__,2020-08-21,1130757131.0
curve-dex|__total__,2020-08-22,1153990079.0
curve-dex|__total__,2020-08-23,1157105026.0
curve-dex|__total__,2020-08-24,1138863518.0
curve-dex|__total__,2020-08-25,1107352994.0
curve-dex|__total__,2020-08-26,1190333352.0
curve-dex|__total__,2020-08-27,1268358315.0
curve-dex|__total__,2020-08-28,1313606303.0
curve-dex|__total__,2020-08-29,1342216933.0
curve-dex|__total__,2020-08-30,1385686349.0
curve-dex|__total__,2020-08-31,1304475468.0
curve-dex|__total__,2020-09-01,1100345067.0
curve-dex|__total__,2020-09-02,1123816970.0
curve-dex|__total__,2020-09-03,1230750904.0
curve-dex|__total__,2020-09-04,1249931895.0
curve-dex|__total__,2020-09-05,1241678025.0
curve-dex|__total__,2020-09-06,1180629681.0
curve-dex|__total__,2020-09-07,1042601846.0
curve-dex|__total__,2020-09-08,1043253527.0
curve-dex|__total__,2020-09-09,1078220455.0
curve-dex|__total__,2020-09-10,1104983614.0
curve-dex|__total__,2020-09-11,1087582506.0
curve-dex|__total__,2020-09-12,1055234556.0
curve-dex|__total__,2020-09-13,1072627425.0
curve-dex|__total__,2020-09-14,1071111249.0
curve-dex|__total__,2020-09-15,1075766281.0
curve-dex|__total__,2020-09-16,1087656160.0
curve-dex|__total__,2020-09-17,1148460171.0
curve-dex|__total__,2020-09-18,1063827886.0
curve-dex|__total__,2020-09-19,1141915622.0
curve-dex|__total__,2020-09-20,1553240721.0
curve-dex|__total__,2020-09-21,1627078087.0
curve-dex|__total__,2020-09-22,1519384192.0
curve-dex|__total__,2020-09-23,1554863230.0
curve-dex|__total__,2020-09-24,1580005997.0
curve-dex|__total__,2020-09-25,1643315873.0
curve-dex|__total__,2020-09-26,1660304271.0
curve-dex|__total__,2020-09-27,1720013610.0
curve-dex|__total__,2020-09-28,1623229539.0
curve-dex|__total__,2020-09-29,1559326779.0
curve-dex|__total__,2020-09-30,1574349659.0
curve-dex|__total__,2020-10-01,1548216139.0
curve-dex|__total__,2020-10-02,1551088637.0
curve-dex|__total__,2020-10-03,1537075020.0
curve-dex|__total__,2020-10-04,1555321124.0
curve-dex|__total__,2020-10-05,1558894336.0
curve-dex|__total__,2020-10-06,1556467950.0
curve-dex|__total__,2020-10-07,1516704599.0
curve-dex|__total__,2020-10-08,1419572386.0
curve-dex|__total__,2020-10-09,1461403878.0
curve-dex|__total__,2020-10-10,1545882826.0
curve-dex|__total__,2020-10-11,1492042052.0
curve-dex|__total__,2020-10-12,1491934802.0
curve-dex|__total__,2020-10-13,1485931331.0
curve-dex|__total__,2020-10-14,1452096701.0
curve-dex|__total__,2020-10-15,1364191252.0
curve-dex|__total__,2020-10-16,1321363200.0
curve-dex|__total__,2020-10-17,1307985202.0
curve-dex|__total__,2020-10-18,1301287422.0
curve-dex|__total__,2020-10-19,1299910816.0
curve-dex|__total__,2020-10-20,1280991264.0
curve-dex|__total__,2020-10-21,1278365920.0
curve-dex|__total__,2020-10-22,1179555294.0
curve-dex|__total__,2020-10-23,1153243209.0
curve-dex|__total__,2020-10-24,1141590533.0
curve-dex|__total__,2020-10-25,1143114684.0
curve-dex|__total__,2020-10-26,1136381812.0
curve-dex|__total__,2020-10-27,840535769.0
curve-dex|__total__,2020-10-28,919426180.0
curve-dex|__total__,2020-10-29,945772662.0
curve-dex|__total__,2020-10-30,963440330.0
curve-dex|__total__,2020-10-31,962660806.0
curve-dex|__total__,2020-11-01,972692627.0
curve-dex|__total__,2020-11-02,982733404.0
curve-dex|__total__,2020-11-03,988442749.0
curve-dex|__total__,2020-11-04,1008334027.0
curve-dex|__total__,2020-11-05,1016191833.0
curve-dex|__total__,2020-11-06,1041398391.0
curve-dex|__total__,2020-11-07,1028820973.0
curve-dex|__total__,2020-11-08,1018210974.0
curve-dex|__total__,2020-11-09,1042172150.0
curve-dex|__total__,2020-11-10,1081740254.0
curve-dex|__total__,2020-11-11,1098766965.0
curve-dex|__total__,2020-11-12,1136301029.0
curve-dex|__total__,2020-11-13,1148177967.0
curve-dex|__total__,2020-11-14,1157150228.0
curve-dex|__total__,2020-11-15,1167600457.0
curve-dex|__total__,2020-11-16,1180172482.0
curve-dex|__total__,2020-11-17,1257033546.0
curve-dex|__total__,2020-11-18,1326620802.0
curve-dex|__total__,2020-11-19,1351093214.0
curve-dex|__total__,2020-11-20,1336270203.0
curve-dex|__total__,2020-11-21,1389611229.0
curve-dex|__total__,2020-11-22,1373092252.0
curve-dex|__total__,2020-11-23,1352960757.0
curve-dex|__total__,2020-11-24,1384243786.0
curve-dex|__total__,2020-11-25,1408913572.0
curve-dex|__total__,2020-11-26,1402824469.0
curve-dex|__total__,2020-11-27,1334901651.0
curve-dex|__total__,2020-11-28,1344529944.0
curve-dex|__total__,2020-11-29,1379020400.0
curve-dex|__total__,2020-11-30,1404382846.0
curve-dex|__total__,2020-12-01,1423195025.0
curve-dex|__total__,2020-12-02,1373804929.0
curve-dex|__total__,2020-12-03,1417013884.0
curve-dex|__total__,2020-12-04,1458623349.0
curve-dex|__total__,2020-12-05,1451764770.0
curve-dex|__total__,2020-12-06,1482547453.0
curve-dex|__total__,2020-12-07,1497686286.0
curve-dex|__total__,2020-12-08,1516333896.0
curve-dex|__total__,2020-12-09,1452856074.0
curve-dex|__total__,2020-12-10,1461822321.0
curve-dex|__total__,2020-12-11,1426103611.0
curve-dex|__total__,2020-12-12,1425957948.0
curve-dex|__total__,2020-12-13,1454618221.0
curve-dex|__total__,2020-12-14,1468426011.0
curve-dex|__total__,2020-12-15,1476447341.0
curve-dex|__total__,2020-12-16,1498838582.0
curve-dex|__total__,2020-12-17,1406202229.0
curve-dex|__total__,2020-12-18,1413862012.0
curve-dex|__total__,2020-12-19,1396848615.0
curve-dex|__total__,2020-12-20,1437280097.0
curve-dex|__total__,2020-12-21,1440623602.0
curve-dex|__total__,2020-12-22,1424053706.0
curve-dex|__total__,2020-12-23,1434988039.0
curve-dex|__total__,2020-12-24,1426385891.0
curve-dex|__total__,2020-12-25,1441121916.0
curve-dex|__total__,2020-12-26,1445397403.0
curve-dex|__total__,2020-12-27,1495445029.0
curve-dex|__total__,2020-12-28,1477023601.0
curve-dex|__total__,2020-12-29,1487944744.0
curve-dex|__total__,2020-12-30,1479314229.0
curve-dex|__total__,2020-12-31,1401696075.0
curve-dex|__total__,2021-01-01,1408240949.0
curve-dex|__total__,2021-01-02,1394024550.0
curve-dex|__total__,2021-01-03,1461428756.0
curve-dex|__total__,2021-01-04,1464588617.0
curve-dex|__total__,2021-01-05,1378695159.0
curve-dex|__total__,2021-01-06,1525281084.0
curve-dex|__total__,2021-01-07,1580650404.0
curve-dex|__total__,2021-01-08,1627891336.0
curve-dex|__total__,2021-01-09,1671831478.0
curve-dex|__total__,2021-01-10,1678369995.0
curve-dex|__total__,2021-01-11,1645393127.0
curve-dex|__total__,2021-01-12,1557399547.0
curve-dex|__total__,2021-01-13,1556546266.0
curve-dex|__total__,2021-01-14,1636228484.0
curve-dex|__total__,2021-01-15,1665268868.0
curve-dex|__total__,2021-01-16,1717934986.0
curve-dex|__total__,2021-01-17,1742668295.0
curve-dex|__total__,2021-01-18,1789222926.0
curve-dex|__total__,2021-01-19,1850735870.0
curve-dex|__total__,2021-01-20,1930127825.0
curve-dex|__total__,2021-01-21,1943370214.0
curve-dex|__total__,2021-01-22,1798349875.0
curve-dex|__total__,2021-01-23,1941082966.0
curve-dex|__total__,2021-01-24,2027111743.0
curve-dex|__total__,2021-01-25,2089771124.0
curve-dex|__total__,2021-01-26,2234041412.0
curve-dex|__total__,2021-01-27,2294863927.0
curve-dex|__total__,2021-01-28,2238194446.0
curve-dex|__total__,2021-01-29,2460060621.0
curve-dex|__total__,2021-01-30,2512352823.0
curve-dex|__total__,2021-01-31,2530194437.0
curve-dex|__total__,2021-02-01,2459837323.0
curve-dex|__total__,2021-02-02,2566319486.0
curve-dex|__total__,2021-02-03,2740543342.0
curve-dex|__total__,2021-02-04,2938365025.0
curve-dex|__total__,2021-02-05,2984235446.0
curve-dex|__total__,2021-02-06,3185764355.0
curve-dex|__total__,2021-02-07,3277146253.0
curve-dex|__total__,2021-02-08,3284879948.0
curve-dex|__total__,2021-02-09,3629438068.0
curve-dex|__total__,2021-02-10,3647037944.0
curve-dex|__total__,2021-02-11,3583998630.0
curve-dex|__total__,2021-02-12,3764112521.0
curve-dex|__total__,2021-02-13,3796593247.0
curve-dex|__total__,2021-02-14,3766106800.0
curve-dex|__total__,2021-02-15,3896139445.0
curve-dex|__total__,2021-02-16,3901120425.0
curve-dex|__total__,2021-02-17,3916676403.0
curve-dex|__total__,2021-02-18,3970380340.0
curve-dex|__total__,2021-02-19,3972746519.0
curve-dex|__total__,2021-02-20,4078738624.0
curve-dex|__total__,2021-02-21,4072795906.0
curve-dex|__total__,2021-02-22,4150155545.0
curve-dex|__total__,2021-02-23,3938916095.0
curve-dex|__total__,2021-02-24,3594753529.0
curve-dex|__total__,2021-02-25,3652552023.0
curve-dex|__total__,2021-02-26,3562474047.0
curve-dex|__total__,2021-02-27,3423155262.0
curve-dex|__total__,2021-02-28,3330932344.0
curve-dex|__total__,2021-03-01,3280370831.0
curve-dex|__total__,2021-03-02,3484399625.0
curve-dex|__total__,2021-03-03,3424569619.0
curve-dex|__total__,2021-03-04,3657397105.0
curve-dex|__total__,2021-03-05,3638586252.0
curve-dex|__total__,2021-03-06,3640171678.0
curve-dex|__total__,2021-03-07,3632910797.0
curve-dex|__total__,2021-03-08,3176588877.0
curve-dex|__total__,2021-03-09,3308202373.0
curve-dex|__total__,2021-03-10,3529445850.0
curve-dex|__total__,2021-03-11,3479506575.0
curve-dex|__total__,2021-03-12,3561801934.0
curve-dex|__total__,2021-03-13,3710277023.0
curve-dex|__total__,2021-03-14,3915513207.0
curve-dex|__total__,2021-03-15,3845613381.0
curve-dex|__total__,2021-03-16,3776480892.0
curve-dex|__total__,2021-03-17,3748851495.0
curve-dex|__total__,2021-03-18,3824767962.0
curve-dex|__total__,2021-03-19,3771962781.0
curve-dex|__total__,2021-03-20,3881322463.0
curve-dex|__total__,2021-03-21,3914913050.0
curve-dex|__total__,2021-03-22,3837758843.0
curve-dex|__total__,2021-03-23,3713199844.0
curve-dex|__total__,2021-03-24,3658750417.0
curve-dex|__total__,2021-03-25,3546890239.0
curve-dex|__total__,2021-03-26,3544036227.0
curve-dex|__total__,2021-03-27,3718541887.0
curve-dex|__total__,2021-03-28,3752001455.0
curve-dex|__total__,2021-03-29,3804461040.0
curve-dex|__total__,2021-03-30,3921805758.0
curve-dex|__total__,2021-03-31,3986499461.0
curve-dex|__total__,2021-04-01,4069517522.0
curve-dex|__total__,2021-04-02,4043999845.0
curve-dex|__total__,2021-04-03,4142513358.0
curve-dex|__total__,2021-04-04,4046334327.0
curve-dex|__total__,2021-04-05,4120025383.0
curve-dex|__total__,2021-04-06,4163849449.0
curve-dex|__total__,2021-04-07,4186515879.0
curve-dex|__total__,2021-04-08,4237847787.0
curve-dex|__total__,2021-04-09,4435278775.0
curve-dex|__total__,2021-04-10,4448607508.0
curve-dex|__total__,2021-04-11,4625365727.0
curve-dex|__total__,2021-04-12,4597187856.0
curve-dex|__total__,2021-04-13,4798874870.0
curve-dex|__total__,2021-04-14,5012474759.0
curve-dex|__total__,2021-04-15,5118615618.0
curve-dex|__total__,2021-04-16,5531130553.0
curve-dex|__total__,2021-04-17,5449389078.0
curve-dex|__total__,2021-04-18,5364844679.0
curve-dex|__total__,2021-04-19,5202726953.0
curve-dex|__total__,2021-04-20,5183842895.0
curve-dex|__total__,2021-04-21,5297757360.0
curve-dex|__total__,2021-04-22,5264886642.0
curve-dex|__total__,2021-04-23,5263754547.0
curve-dex|__total__,2021-04-24,5181423408.0
curve-dex|__total__,2021-04-25,5098590010.0
curve-dex|__total__,2021-04-26,5181249897.0
curve-dex|__total__,2021-04-27,5519213083.0
curve-dex|__total__,2021-04-28,5657698498.0
curve-dex|__total__,2021-04-29,5692884456.0
curve-dex|__total__,2021-04-30,5812206833.0
curve-dex|__total__,2021-05-01,5833541625.0
curve-dex|__total__,2021-05-02,6013843909.0
curve-dex|__total__,2021-05-03,6251790837.0
curve-dex|__total__,2021-05-04,6640546494.0
curve-dex|__total__,2021-05-05,6524133510.0
curve-dex|__total__,2021-05-06,6898675618.0
curve-dex|__total__,2021-05-07,6908734284.0
curve-dex|__total__,2021-05-08,7352422281.0
curve-dex|__total__,2021-05-09,7878976639.0
curve-dex|__total__,2021-05-10,8013407612.0
curve-dex|__total__,2021-05-11,7956424192.0
curve-dex|__total__,2021-05-12,8158830143.0
curve-dex|__total__,2021-05-13,7797144175.0
curve-dex|__total__,2021-05-14,7590802154.0
curve-dex|__total__,2021-05-15,8314725681.0
curve-dex|__total__,2021-05-16,7903869523.0
curve-dex|__total__,2021-05-17,7706229903.0
curve-dex|__total__,2021-05-18,7433461314.0
curve-dex|__total__,2021-05-19,7717551324.0
curve-dex|__total__,2021-05-20,7731759153.0
curve-dex|__total__,2021-05-21,7104447323.0
curve-dex|__total__,2021-05-22,7403183999.0
curve-dex|__total__,2021-05-23,6456660784.0
curve-dex|__total__,2021-05-24,7126434192.0
curve-dex|__total__,2021-05-25,7361892054.0
curve-dex|__total__,2021-05-26,7868701215.0
curve-dex|__total__,2021-05-27,7851490034.0
curve-dex|__total__,2021-05-28,7770168865.0
curve-dex|__total__,2021-05-29,7374015147.0
curve-dex|__total__,2021-05-30,7601473533.0
curve-dex|__total__,2021-05-31,8139501736.0
curve-dex|__total__,2021-06-01,8108661643.0
curve-dex|__total__,2021-06-02,8724257891.0
curve-dex|__total__,2021-06-03,9531753727.0
curve-dex|__total__,2021-06-04,9333005231.0
curve-dex|__total__,2021-06-05,9549656403.0
curve-dex|__total__,2021-06-06,9798873221.0
curve-dex|__total__,2021-06-07,9845887195.0
curve-dex|__total__,2021-06-08,9649253328.0
curve-dex|__total__,2021-06-09,9946189825.0
curve-dex|__total__,2021-06-10,9916881194.0
curve-dex|__total__,2021-06-11,9872716317.0
curve-dex|__total__,2021-06-12,9968637548.0
curve-dex|__total__,2021-06-13,10280523423.0
curve-dex|__total__,2021-06-14,10644481937.0
curve-dex|__total__,2021-06-15,10645549708.0
curve-dex|__total__,2021-06-16,10477371822.0
curve-dex|__total__,2021-06-17,10461165651.0
curve-dex|__total__,2021-06-18,10149404590.0
curve-dex|__total__,2021-06-19,10066823987.0
curve-dex|__total__,2021-06-20,10205015810.0
curve-dex|__total__,2021-06-21,9287431240.0
curve-dex|__total__,2021-06-22,8569582874.0
curve-dex|__total__,2021-06-23,8908549898.0
curve-dex|__total__,2021-06-24,9072815093.0
curve-dex|__total__,2021-06-25,8784910186.0
curve-dex|__total__,2021-06-26,8794382352.0
curve-dex|__total__,2021-06-27,8956342413.0
curve-dex|__total__,2021-06-28,9141876653.0
curve-dex|__total__,2021-06-29,9204659612.0
curve-dex|__total__,2021-06-30,9349440988.0
curve-dex|__total__,2021-07-01,9383580034.0
curve-dex|__total__,2021-07-02,9565235631.0
curve-dex|__total__,2021-07-03,9787656014.0
curve-dex|__total__,2021-07-04,10023803509.0
curve-dex|__total__,2021-07-05,9912948672.0
curve-dex|__total__,2021-07-06,10046790456.0
curve-dex|__total__,2021-07-07,9974369702.0
curve-dex|__total__,2021-07-08,9711746299.0
curve-dex|__total__,2021-07-09,9803658792.0
curve-dex|__total__,2021-07-10,9697285570.0
curve-dex|__total__,2021-07-11,9762357851.0
curve-dex|__total__,2021-07-12,9370796959.0
curve-dex|__total__,2021-07-13,9122608656.0
curve-dex|__total__,2021-07-14,9110155191.0
curve-dex|__total__,2021-07-15,8794048832.0
curve-dex|__total__,2021-07-16,8716785201.0
curve-dex|__total__,2021-07-17,8620425310.0
curve-dex|__total__,2021-07-18,8617252466.0
curve-dex|__total__,2021-07-19,8447880170.0
curve-dex|__total__,2021-07-20,8328344589.0
curve-dex|__total__,2021-07-21,8673846898.0
curve-dex|__total__,2021-07-22,8753967330.0
curve-dex|__total__,2021-07-23,8858501273.0
curve-dex|__total__,2021-07-24,9101867024.0
curve-dex|__total__,2021-07-25,9150164935.0
curve-dex|__total__,2021-07-26,9442785894.0
curve-dex|__total__,2021-07-27,9507415322.0
curve-dex|__total__,2021-07-28,9504131362.0
curve-dex|__total__,2021-07-29,9628963657.0
curve-dex|__total__,2021-07-30,9733721624.0
curve-dex|__total__,2021-07-31,9801794171.0
curve-dex|__total__,2021-08-01,9749446609.0
curve-dex|__total__,2021-08-02,9949110040.0
curve-dex|__total__,2021-08-03,9723553901.0
curve-dex|__total__,2021-08-04,9998075536.0
curve-dex|__total__,2021-08-05,9964679268.0
curve-dex|__total__,2021-08-06,10150507013.0
curve-dex|__total__,2021-08-07,10683084351.0
curve-dex|__total__,2021-08-08,10525133196.0
curve-dex|__total__,2021-08-09,10860926140.0
curve-dex|__total__,2021-08-10,10951051085.0
curve-dex|__total__,2021-08-11,10911917632.0
curve-dex|__total__,2021-08-12,10892902668.0
curve-dex|__total__,2021-08-13,11530336104.0
curve-dex|__total__,2021-08-14,11460263617.0
curve-dex|__total__,2021-08-15,11543259032.0
curve-dex|__total__,2021-08-16,11325656717.0
curve-dex|__total__,2021-08-17,11020600095.0
curve-dex|__total__,2021-08-18,11565602390.0
curve-dex|__total__,2021-08-19,11819101066.0
curve-dex|__total__,2021-08-20,12112810627.0
curve-dex|__total__,2021-08-21,12155794167.0
curve-dex|__total__,2021-08-22,12124200439.0
curve-dex|__total__,2021-08-23,12400070090.0
curve-dex|__total__,2021-08-24,12158650474.0
curve-dex|__total__,2021-08-25,12254264037.0
curve-dex|__total__,2021-08-26,12064373005.0
curve-dex|__total__,2021-08-27,12395750259.0
curve-dex|__total__,2021-08-28,12564770942.0
curve-dex|__total__,2021-08-29,12522901751.0
curve-dex|__total__,2021-08-30,12405019691.0
curve-dex|__total__,2021-08-31,12750026521.0
curve-dex|__total__,2021-09-01,13489322937.0
curve-dex|__total__,2021-09-02,13647966148.0
curve-dex|__total__,2021-09-03,13801844967.0
curve-dex|__total__,2021-09-04,13833761759.0
curve-dex|__total__,2021-09-05,14054273965.0
curve-dex|__total__,2021-09-06,14086439562.0
curve-dex|__total__,2021-09-07,13031828099.0
curve-dex|__total__,2021-09-08,13234753345.0
curve-dex|__total__,2021-09-09,12716527540.0
curve-dex|__total__,2021-09-10,12464497874.0
curve-dex|__total__,2021-09-11,12725614333.0
curve-dex|__total__,2021-09-12,13077147453.0
curve-dex|__total__,2021-09-13,12900114533.0
curve-dex|__total__,2021-09-14,13294592152.0
curve-dex|__total__,2021-09-15,14027446017.0
curve-dex|__total__,2021-09-16,14236557608.0
curve-dex|__total__,2021-09-17,14213015723.0
curve-dex|__total__,2021-09-18,14179680975.0
curve-dex|__total__,2021-09-19,14077797370.0
curve-dex|__total__,2021-09-20,13258192064.0
